"League";"SeasonFrom";"SeasonTo";"date";"matchday";"day";"Home";"Guest";"Goals90Home";"Goals90Guest";"Goals45Home";"Goals45Guest"
"TurL";2014;2015;2014-08-29;1;"Friday";"Balikesirspor";"Akhisarspor";1;2;1;1
"TurL";2014;2015;2014-08-29;1;"Friday";"Rize";"Genclerbirligi";1;1;0;1
"TurL";2014;2015;2014-08-30;1;"Saturday";"Eskisehirspor";"Konya";2;1;0;1
"TurL";2014;2015;2014-08-30;1;"Saturday";"Bursa";"Galatasaray";0;2;0;0
"TurL";2014;2015;2014-08-30;1;"Saturday";"Basaksehir";"Kasimpasa";1;1;1;1
"TurL";2014;2015;2014-08-30;1;"Saturday";"Mersin";"Besiktas";0;1;0;1
"TurL";2014;2015;2014-08-31;1;"Sunday";"K. Erciyesspor";"Trabzon";0;0;0;0
"TurL";2014;2015;2014-08-31;1;"Sunday";"Sivas";"Gaziantepspor";1;2;0;0
"TurL";2014;2015;2014-08-31;1;"Sunday";"Fenerbahce";"Karabuekspor";3;2;1;1
"TurL";2014;2015;2014-09-13;2;"Saturday";"Genclerbirligi";"Bursa";1;2;1;0
"TurL";2014;2015;2014-09-13;2;"Saturday";"Karabuekspor";"Basaksehir";0;0;0;0
"TurL";2014;2015;2014-09-13;2;"Saturday";"Galatasaray";"Eskisehirspor";0;0;0;0
"TurL";2014;2015;2014-09-13;2;"Saturday";"Konya";"Balikesirspor";2;0;1;0
"TurL";2014;2015;2014-09-14;2;"Sunday";"Kasimpasa";"Mersin";2;2;0;2
"TurL";2014;2015;2014-09-14;2;"Sunday";"Trabzon";"Fenerbahce";0;0;0;0
"TurL";2014;2015;2014-09-14;2;"Sunday";"Gaziantepspor";"K. Erciyesspor";2;2;0;2
"TurL";2014;2015;2014-09-15;2;"Monday";"Akhisarspor";"Sivas";2;2;1;0
"TurL";2014;2015;2014-09-15;2;"Monday";"Besiktas";"Rize";1;1;0;0
"TurL";2014;2015;2014-09-19;3;"Friday";"Eskisehirspor";"Genclerbirligi";0;2;0;1
"TurL";2014;2015;2014-09-20;3;"Saturday";"K. Erciyesspor";"Akhisarspor";1;2;1;0
"TurL";2014;2015;2014-09-20;3;"Saturday";"Mersin";"Rize";2;0;1;0
"TurL";2014;2015;2014-09-20;3;"Saturday";"Balikesirspor";"Galatasaray";2;0;2;0
"TurL";2014;2015;2014-09-21;3;"Sunday";"Kasimpasa";"Karabuekspor";2;1;1;1
"TurL";2014;2015;2014-09-21;3;"Sunday";"Sivas";"Konya";0;0;0;0
"TurL";2014;2015;2014-09-21;3;"Sunday";"Fenerbahce";"Gaziantepspor";1;0;0;0
"TurL";2014;2015;2014-09-22;3;"Monday";"Basaksehir";"Trabzon";1;1;0;0
"TurL";2014;2015;2014-09-22;3;"Monday";"Bursa";"Besiktas";0;1;0;0
"TurL";2014;2015;2014-09-26;4;"Friday";"Galatasaray";"Sivas";2;1;2;0
"TurL";2014;2015;2014-09-27;4;"Saturday";"Trabzon";"Kasimpasa";1;1;1;0
"TurL";2014;2015;2014-09-27;4;"Saturday";"Besiktas";"Eskisehirspor";1;1;1;0
"TurL";2014;2015;2014-09-28;4;"Sunday";"Rize";"Bursa";0;1;0;1
"TurL";2014;2015;2014-09-28;4;"Sunday";"Konya";"K. Erciyesspor";1;1;1;0
"TurL";2014;2015;2014-09-28;4;"Sunday";"Genclerbirligi";"Balikesirspor";3;1;1;0
"TurL";2014;2015;2014-09-28;4;"Sunday";"Akhisarspor";"Fenerbahce";2;0;1;0
"TurL";2014;2015;2014-09-29;4;"Monday";"Karabuekspor";"Mersin";0;2;0;1
"TurL";2014;2015;2014-09-29;4;"Monday";"Gaziantepspor";"Basaksehir";0;0;0;0
"TurL";2014;2015;2014-10-03;5;"Friday";"Mersin";"Bursa";2;1;1;0
"TurL";2014;2015;2014-10-04;5;"Saturday";"Kasimpasa";"Gaziantepspor";4;2;1;0
"TurL";2014;2015;2014-10-04;5;"Saturday";"Sivas";"Genclerbirligi";1;0;1;0
"TurL";2014;2015;2014-10-04;5;"Saturday";"K. Erciyesspor";"Galatasaray";1;2;0;0
"TurL";2014;2015;2014-10-04;5;"Saturday";"Fenerbahce";"Konya";2;1;1;1
"TurL";2014;2015;2014-10-05;5;"Sunday";"Basaksehir";"Akhisarspor";4;0;2;0
"TurL";2014;2015;2014-10-05;5;"Sunday";"Karabuekspor";"Trabzon";3;0;2;0
"TurL";2014;2015;2014-10-05;5;"Sunday";"Eskisehirspor";"Rize";1;2;0;0
"TurL";2014;2015;2014-10-05;5;"Sunday";"Balikesirspor";"Besiktas";0;1;0;0
"TurL";2014;2015;2014-10-18;6;"Saturday";"Konya";"Basaksehir";0;0;0;0
"TurL";2014;2015;2014-10-18;6;"Saturday";"Gaziantepspor";"Karabuekspor";1;0;1;0
"TurL";2014;2015;2014-10-18;6;"Saturday";"Galatasaray";"Fenerbahce";2;1;0;0
"TurL";2014;2015;2014-10-19;6;"Sunday";"Bursa";"Eskisehirspor";2;2;1;0
"TurL";2014;2015;2014-10-19;6;"Sunday";"Trabzon";"Mersin";3;1;0;0
"TurL";2014;2015;2014-10-19;6;"Sunday";"Besiktas";"Sivas";3;2;0;1
"TurL";2014;2015;2014-10-19;6;"Sunday";"Akhisarspor";"Kasimpasa";2;0;0;0
"TurL";2014;2015;2014-10-20;6;"Monday";"Genclerbirligi";"K. Erciyesspor";0;0;0;0
"TurL";2014;2015;2014-10-20;6;"Monday";"Rize";"Balikesirspor";2;2;1;1
"TurL";2014;2015;2014-10-24;7;"Friday";"Karabuekspor";"Akhisarspor";2;1;0;0
"TurL";2014;2015;2014-10-24;7;"Friday";"Kasimpasa";"Konya";2;0;1;0
"TurL";2014;2015;2014-10-25;7;"Saturday";"Sivas";"Rize";0;1;0;0
"TurL";2014;2015;2014-10-25;7;"Saturday";"Fenerbahce";"Genclerbirligi";2;1;0;0
"TurL";2014;2015;2014-10-25;7;"Saturday";"Balikesirspor";"Bursa";0;5;0;4
"TurL";2014;2015;2014-10-26;7;"Sunday";"Mersin";"Eskisehirspor";4;2;1;2
"TurL";2014;2015;2014-10-26;7;"Sunday";"Trabzon";"Gaziantepspor";4;4;0;2
"TurL";2014;2015;2014-10-26;7;"Sunday";"Basaksehir";"Galatasaray";4;0;2;0
"TurL";2014;2015;2014-10-27;7;"Monday";"K. Erciyesspor";"Besiktas";3;2;0;0
"TurL";2014;2015;2014-10-31;8;"Friday";"Galatasaray";"Kasimpasa";2;1;0;1
"TurL";2014;2015;2014-11-01;8;"Saturday";"Genclerbirligi";"Basaksehir";1;0;0;0
"TurL";2014;2015;2014-11-01;8;"Saturday";"Bursa";"Sivas";3;0;0;0
"TurL";2014;2015;2014-11-01;8;"Saturday";"Akhisarspor";"Trabzon";1;1;1;1
"TurL";2014;2015;2014-11-02;8;"Sunday";"Rize";"K. Erciyesspor";1;1;0;0
"TurL";2014;2015;2014-11-02;8;"Sunday";"Gaziantepspor";"Mersin";1;0;0;0
"TurL";2014;2015;2014-11-02;8;"Sunday";"Besiktas";"Fenerbahce";0;2;0;1
"TurL";2014;2015;2014-11-03;8;"Monday";"Eskisehirspor";"Balikesirspor";2;2;0;1
"TurL";2014;2015;2014-11-03;8;"Monday";"Konya";"Karabuekspor";1;0;0;0
"TurL";2014;2015;2014-11-07;9;"Friday";"Sivas";"Eskisehirspor";1;1;0;0
"TurL";2014;2015;2014-11-07;9;"Friday";"Gaziantepspor";"Akhisarspor";1;0;1;0
"TurL";2014;2015;2014-11-08;9;"Saturday";"Mersin";"Balikesirspor";2;1;1;0
"TurL";2014;2015;2014-11-08;9;"Saturday";"Karabuekspor";"Galatasaray";1;2;0;1
"TurL";2014;2015;2014-11-08;9;"Saturday";"Fenerbahce";"Rize";2;1;1;1
"TurL";2014;2015;2014-11-09;9;"Sunday";"K. Erciyesspor";"Bursa";1;1;0;1
"TurL";2014;2015;2014-11-09;9;"Sunday";"Kasimpasa";"Genclerbirligi";2;2;0;1
"TurL";2014;2015;2014-11-09;9;"Sunday";"Trabzon";"Konya";3;2;2;1
"TurL";2014;2015;2014-11-09;9;"Sunday";"Basaksehir";"Besiktas";1;2;1;0
"TurL";2014;2015;2014-11-22;10;"Saturday";"Rize";"Basaksehir";0;2;0;1
"TurL";2014;2015;2014-11-22;10;"Saturday";"Akhisarspor";"Mersin";1;1;0;0
"TurL";2014;2015;2014-11-22;10;"Saturday";"Galatasaray";"Trabzon";0;3;0;0
"TurL";2014;2015;2014-11-23;10;"Sunday";"Genclerbirligi";"Karabuekspor";2;2;2;1
"TurL";2014;2015;2014-11-23;10;"Sunday";"Konya";"Gaziantepspor";2;0;0;0
"TurL";2014;2015;2014-11-23;10;"Sunday";"Eskisehirspor";"K. Erciyesspor";2;1;1;0
"TurL";2014;2015;2014-11-23;10;"Sunday";"Besiktas";"Kasimpasa";2;0;2;0
"TurL";2014;2015;2014-11-24;10;"Monday";"Balikesirspor";"Sivas";1;3;0;1
"TurL";2014;2015;2014-11-24;10;"Monday";"Bursa";"Fenerbahce";1;1;1;0
"TurL";2014;2015;2014-11-28;11;"Friday";"Akhisarspor";"Konya";0;0;0;0
"TurL";2014;2015;2014-11-28;11;"Friday";"Basaksehir";"Bursa";0;0;0;0
"TurL";2014;2015;2014-11-29;11;"Saturday";"Kasimpasa";"Rize";3;1;2;1
"TurL";2014;2015;2014-11-29;11;"Saturday";"K. Erciyesspor";"Balikesirspor";4;0;2;0
"TurL";2014;2015;2014-11-29;11;"Saturday";"Gaziantepspor";"Galatasaray";0;1;0;0
"TurL";2014;2015;2014-11-30;11;"Sunday";"Mersin";"Sivas";2;0;0;0
"TurL";2014;2015;2014-11-30;11;"Sunday";"Fenerbahce";"Eskisehirspor";2;2;0;1
"TurL";2014;2015;2014-12-01;11;"Monday";"Karabuekspor";"Besiktas";1;2;0;0
"TurL";2014;2015;2014-12-01;11;"Monday";"Trabzon";"Genclerbirligi";4;1;3;0
"TurL";2014;2015;2014-12-06;12;"Saturday";"Konya";"Mersin";2;0;0;0
"TurL";2014;2015;2014-12-06;12;"Saturday";"Genclerbirligi";"Gaziantepspor";2;0;0;0
"TurL";2014;2015;2014-12-06;12;"Saturday";"Balikesirspor";"Fenerbahce";0;1;0;1
"TurL";2014;2015;2014-12-06;12;"Saturday";"Galatasaray";"Akhisarspor";2;1;1;0
"TurL";2014;2015;2014-12-07;12;"Sunday";"Bursa";"Kasimpasa";5;1;3;0
"TurL";2014;2015;2014-12-07;12;"Sunday";"Rize";"Karabuekspor";0;3;0;2
"TurL";2014;2015;2014-12-07;12;"Sunday";"Eskisehirspor";"Basaksehir";0;1;0;0
"TurL";2014;2015;2014-12-07;12;"Sunday";"Besiktas";"Trabzon";3;0;2;0
"TurL";2014;2015;2014-12-08;12;"Monday";"Sivas";"K. Erciyesspor";1;1;1;1
"TurL";2014;2015;2014-12-12;13;"Friday";"Fenerbahce";"Sivas";4;1;3;1
"TurL";2014;2015;2014-12-13;13;"Saturday";"Basaksehir";"Balikesirspor";1;0;0;0
"TurL";2014;2015;2014-12-13;13;"Saturday";"Akhisarspor";"Genclerbirligi";1;1;0;0
"TurL";2014;2015;2014-12-13;13;"Saturday";"Konya";"Galatasaray";0;5;0;3
"TurL";2014;2015;2014-12-13;13;"Saturday";"Kasimpasa";"Eskisehirspor";1;0;1;0
"TurL";2014;2015;2014-12-14;13;"Sunday";"Karabuekspor";"Bursa";3;2;1;2
"TurL";2014;2015;2014-12-14;13;"Sunday";"Mersin";"K. Erciyesspor";1;1;1;0
"TurL";2014;2015;2014-12-14;13;"Sunday";"Gaziantepspor";"Besiktas";0;1;0;0
"TurL";2014;2015;2014-12-15;13;"Monday";"Trabzon";"Rize";3;2;1;1
"TurL";2014;2015;2014-12-19;14;"Friday";"K. Erciyesspor";"Fenerbahce";0;1;0;0
"TurL";2014;2015;2014-12-20;14;"Saturday";"Sivas";"Basaksehir";0;2;0;1
"TurL";2014;2015;2014-12-20;14;"Saturday";"Genclerbirligi";"Konya";5;0;1;0
"TurL";2014;2015;2014-12-20;14;"Saturday";"Eskisehirspor";"Karabuekspor";1;1;0;0
"TurL";2014;2015;2014-12-20;14;"Saturday";"Galatasaray";"Mersin";3;2;1;2
"TurL";2014;2015;2014-12-21;14;"Sunday";"Balikesirspor";"Kasimpasa";5;3;0;1
"TurL";2014;2015;2014-12-21;14;"Sunday";"Bursa";"Trabzon";3;3;2;2
"TurL";2014;2015;2014-12-21;14;"Sunday";"Besiktas";"Akhisarspor";3;1;1;0
"TurL";2014;2015;2014-12-22;14;"Monday";"Rize";"Gaziantepspor";0;1;0;1
"TurL";2014;2015;2014-12-26;15;"Friday";"Genclerbirligi";"Galatasaray";1;1;0;1
"TurL";2014;2015;2014-12-27;15;"Saturday";"Karabuekspor";"Balikesirspor";0;1;0;0
"TurL";2014;2015;2014-12-27;15;"Saturday";"Basaksehir";"K. Erciyesspor";3;1;1;0
"TurL";2014;2015;2014-12-27;15;"Saturday";"Fenerbahce";"Mersin";1;0;1;0
"TurL";2014;2015;2014-12-28;15;"Sunday";"Gaziantepspor";"Bursa";1;2;1;0
"TurL";2014;2015;2014-12-28;15;"Sunday";"Kasimpasa";"Sivas";0;0;0;0
"TurL";2014;2015;2014-12-28;15;"Sunday";"Akhisarspor";"Rize";0;4;0;3
"TurL";2014;2015;2014-12-28;15;"Sunday";"Konya";"Besiktas";1;2;0;1
"TurL";2014;2015;2014-12-29;15;"Monday";"Trabzon";"Eskisehirspor";1;4;0;1
"TurL";2014;2015;2015-01-03;16;"Saturday";"Rize";"Konya";1;1;1;0
"TurL";2014;2015;2015-01-03;16;"Saturday";"Bursa";"Akhisarspor";3;1;1;0
"TurL";2014;2015;2015-01-03;16;"Saturday";"Fenerbahce";"Basaksehir";2;0;1;0
"TurL";2014;2015;2015-01-04;16;"Sunday";"Sivas";"Karabuekspor";2;0;1;0
"TurL";2014;2015;2015-01-04;16;"Sunday";"K. Erciyesspor";"Kasimpasa";2;5;1;2
"TurL";2014;2015;2015-01-04;16;"Sunday";"Eskisehirspor";"Gaziantepspor";1;3;0;1
"TurL";2014;2015;2015-01-04;16;"Sunday";"Besiktas";"Galatasaray";0;2;0;0
"TurL";2014;2015;2015-01-05;16;"Monday";"Mersin";"Genclerbirligi";1;1;0;0
"TurL";2014;2015;2015-01-05;16;"Monday";"Balikesirspor";"Trabzon";2;2;2;0
"TurL";2014;2015;2015-01-23;17;"Friday";"Konya";"Bursa";2;3;1;2
"TurL";2014;2015;2015-01-23;17;"Friday";"Trabzon";"Sivas";3;1;1;1
"TurL";2014;2015;2015-01-24;17;"Saturday";"Basaksehir";"Mersin";2;2;0;1
"TurL";2014;2015;2015-01-24;17;"Saturday";"Gaziantepspor";"Balikesirspor";1;0;0;0
"TurL";2014;2015;2015-01-24;17;"Saturday";"Kasimpasa";"Fenerbahce";0;3;0;1
"TurL";2014;2015;2015-01-24;17;"Saturday";"Akhisarspor";"Eskisehirspor";2;2;0;1
"TurL";2014;2015;2015-01-25;17;"Sunday";"Karabuekspor";"K. Erciyesspor";1;2;0;0
"TurL";2014;2015;2015-01-25;17;"Sunday";"Galatasaray";"Rize";2;0;2;0
"TurL";2014;2015;2015-01-26;17;"Monday";"Genclerbirligi";"Besiktas";0;2;0;0
"TurL";2014;2015;2015-01-30;18;"Friday";"Akhisarspor";"Balikesirspor";2;2;2;0
"TurL";2014;2015;2015-01-30;18;"Friday";"Trabzon";"K. Erciyesspor";2;1;2;0
"TurL";2014;2015;2015-01-31;18;"Saturday";"Kasimpasa";"Basaksehir";0;1;0;0
"TurL";2014;2015;2015-01-31;18;"Saturday";"Gaziantepspor";"Sivas";1;3;1;0
"TurL";2014;2015;2015-01-31;18;"Saturday";"Karabuekspor";"Fenerbahce";1;2;0;1
"TurL";2014;2015;2015-02-01;18;"Sunday";"Konya";"Eskisehirspor";1;0;1;0
"TurL";2014;2015;2015-02-01;18;"Sunday";"Genclerbirligi";"Rize";0;2;0;2
"TurL";2014;2015;2015-02-01;18;"Sunday";"Besiktas";"Mersin";2;1;1;0
"TurL";2014;2015;2015-02-01;18;"Sunday";"Galatasaray";"Bursa";2;2;1;1
"TurL";2014;2015;2015-02-06;19;"Friday";"Basaksehir";"Karabuekspor";2;2;1;1
"TurL";2014;2015;2015-02-07;19;"Saturday";"Sivas";"Akhisarspor";2;0;0;0
"TurL";2014;2015;2015-02-07;19;"Saturday";"K. Erciyesspor";"Gaziantepspor";0;1;0;0
"TurL";2014;2015;2015-02-07;19;"Saturday";"Fenerbahce";"Trabzon";0;0;0;0
"TurL";2014;2015;2015-02-08;19;"Sunday";"Balikesirspor";"Konya";0;1;0;0
"TurL";2014;2015;2015-02-08;19;"Sunday";"Mersin";"Kasimpasa";6;2;1;0
"TurL";2014;2015;2015-02-08;19;"Sunday";"Bursa";"Genclerbirligi";3;1;0;1
"TurL";2014;2015;2015-02-08;19;"Sunday";"Rize";"Besiktas";1;2;0;0
"TurL";2014;2015;2015-02-09;19;"Monday";"Eskisehirspor";"Galatasaray";1;2;1;1
"TurL";2014;2015;2015-02-14;20;"Saturday";"Karabuekspor";"Kasimpasa";0;0;0;0
"TurL";2014;2015;2015-02-14;20;"Saturday";"Akhisarspor";"K. Erciyesspor";1;0;0;0
"TurL";2014;2015;2015-02-14;20;"Saturday";"Gaziantepspor";"Fenerbahce";0;5;0;1
"TurL";2014;2015;2015-02-15;20;"Sunday";"Rize";"Mersin";0;4;0;1
"TurL";2014;2015;2015-02-15;20;"Sunday";"Konya";"Sivas";0;1;0;0
"TurL";2014;2015;2015-02-15;20;"Sunday";"Besiktas";"Bursa";3;2;1;1
"TurL";2014;2015;2015-02-15;20;"Sunday";"Trabzon";"Basaksehir";3;2;2;2
"TurL";2014;2015;2015-02-16;20;"Monday";"Genclerbirligi";"Eskisehirspor";1;2;1;1
"TurL";2014;2015;2015-02-16;20;"Monday";"Galatasaray";"Balikesirspor";3;1;3;0
"TurL";2014;2015;2015-02-20;21;"Friday";"K. Erciyesspor";"Konya";3;0;3;0
"TurL";2014;2015;2015-02-21;21;"Saturday";"Basaksehir";"Gaziantepspor";1;0;1;0
"TurL";2014;2015;2015-02-21;21;"Saturday";"Bursa";"Rize";1;1;1;0
"TurL";2014;2015;2015-02-21;21;"Saturday";"Sivas";"Galatasaray";2;3;1;1
"TurL";2014;2015;2015-02-22;21;"Sunday";"Mersin";"Karabuekspor";2;1;1;1
"TurL";2014;2015;2015-02-22;21;"Sunday";"Balikesirspor";"Genclerbirligi";0;1;0;0
"TurL";2014;2015;2015-02-22;21;"Sunday";"Kasimpasa";"Trabzon";1;1;0;1
"TurL";2014;2015;2015-02-22;21;"Sunday";"Eskisehirspor";"Besiktas";1;0;1;0
"TurL";2014;2015;2015-02-23;21;"Monday";"Fenerbahce";"Akhisarspor";1;2;1;1
"TurL";2014;2015;2015-02-27;22;"Friday";"Galatasaray";"K. Erciyesspor";3;1;1;1
"TurL";2014;2015;2015-02-28;22;"Saturday";"Genclerbirligi";"Sivas";0;0;0;0
"TurL";2014;2015;2015-02-28;22;"Saturday";"Rize";"Eskisehirspor";3;0;2;0
"TurL";2014;2015;2015-02-28;22;"Saturday";"Konya";"Fenerbahce";1;1;1;0
"TurL";2014;2015;2015-03-01;22;"Sunday";"Akhisarspor";"Basaksehir";0;2;0;0
"TurL";2014;2015;2015-03-01;22;"Sunday";"Gaziantepspor";"Kasimpasa";0;2;0;1
"TurL";2014;2015;2015-03-01;22;"Sunday";"Bursa";"Mersin";2;1;0;1
"TurL";2014;2015;2015-03-01;22;"Sunday";"Besiktas";"Balikesirspor";2;2;1;0
"TurL";2014;2015;2015-03-02;22;"Monday";"Trabzon";"Karabuekspor";3;2;1;2
"TurL";2014;2015;2015-03-06;23;"Friday";"Kasimpasa";"Akhisarspor";2;2;1;0
"TurL";2014;2015;2015-03-07;23;"Saturday";"K. Erciyesspor";"Genclerbirligi";2;4;0;2
"TurL";2014;2015;2015-03-07;23;"Saturday";"Balikesirspor";"Rize";2;2;1;0
"TurL";2014;2015;2015-03-07;23;"Saturday";"Eskisehirspor";"Bursa";0;0;0;0
"TurL";2014;2015;2015-03-08;23;"Sunday";"Basaksehir";"Konya";0;0;0;0
"TurL";2014;2015;2015-03-08;23;"Sunday";"Sivas";"Besiktas";0;1;0;1
"TurL";2014;2015;2015-03-08;23;"Sunday";"Karabuekspor";"Gaziantepspor";0;0;0;0
"TurL";2014;2015;2015-03-08;23;"Sunday";"Fenerbahce";"Galatasaray";1;0;0;0
"TurL";2014;2015;2015-03-09;23;"Monday";"Mersin";"Trabzon";1;5;0;2
"TurL";2014;2015;2015-03-13;24;"Friday";"Bursa";"Balikesirspor";4;2;2;2
"TurL";2014;2015;2015-03-13;24;"Friday";"Konya";"Kasimpasa";2;1;2;1
"TurL";2014;2015;2015-03-14;24;"Saturday";"Akhisarspor";"Karabuekspor";5;1;2;0
"TurL";2014;2015;2015-03-14;24;"Saturday";"Rize";"Sivas";2;1;0;0
"TurL";2014;2015;2015-03-14;24;"Saturday";"Galatasaray";"Basaksehir";2;2;1;0
"TurL";2014;2015;2015-03-15;24;"Sunday";"Eskisehirspor";"Mersin";2;0;2;0
"TurL";2014;2015;2015-03-15;24;"Sunday";"Besiktas";"K. Erciyesspor";5;1;3;0
"TurL";2014;2015;2015-03-15;24;"Sunday";"Genclerbirligi";"Fenerbahce";2;1;1;0
"TurL";2014;2015;2015-03-16;24;"Monday";"Gaziantepspor";"Trabzon";2;0;1;0
"TurL";2014;2015;2015-03-20;25;"Friday";"Karabuekspor";"Konya";0;1;0;0
"TurL";2014;2015;2015-03-20;25;"Friday";"Balikesirspor";"Eskisehirspor";4;1;2;1
"TurL";2014;2015;2015-03-21;25;"Saturday";"K. Erciyesspor";"Rize";0;3;0;2
"TurL";2014;2015;2015-03-21;25;"Saturday";"Mersin";"Gaziantepspor";0;1;0;1
"TurL";2014;2015;2015-03-21;25;"Saturday";"Sivas";"Bursa";4;1;4;0
"TurL";2014;2015;2015-03-21;25;"Saturday";"Kasimpasa";"Galatasaray";2;3;2;0
"TurL";2014;2015;2015-03-22;25;"Sunday";"Basaksehir";"Genclerbirligi";3;1;0;0
"TurL";2014;2015;2015-03-22;25;"Sunday";"Trabzon";"Akhisarspor";2;0;1;0
"TurL";2014;2015;2015-03-22;25;"Sunday";"Fenerbahce";"Besiktas";1;0;0;0
"TurL";2014;2015;2015-04-04;26;"Saturday";"Genclerbirligi";"Kasimpasa";5;2;2;1
"TurL";2014;2015;2015-04-04;26;"Saturday";"Balikesirspor";"Mersin";1;3;0;1
"TurL";2014;2015;2015-04-04;26;"Saturday";"Eskisehirspor";"Sivas";1;3;1;0
"TurL";2014;2015;2015-04-04;26;"Saturday";"Rize";"Fenerbahce";1;5;0;3
"TurL";2014;2015;2015-04-05;26;"Sunday";"Bursa";"K. Erciyesspor";3;0;2;0
"TurL";2014;2015;2015-04-05;26;"Sunday";"Akhisarspor";"Gaziantepspor";3;0;1;0
"TurL";2014;2015;2015-04-05;26;"Sunday";"Galatasaray";"Karabuekspor";4;2;1;0
"TurL";2014;2015;2015-04-05;26;"Sunday";"Konya";"Trabzon";1;0;0;0
"TurL";2014;2015;2015-04-06;26;"Monday";"Besiktas";"Basaksehir";0;0;0;0
"TurL";2014;2015;2015-04-17;27;"Friday";"Gaziantepspor";"Konya";1;1;1;0
"TurL";2014;2015;2015-04-18;27;"Saturday";"Karabuekspor";"Genclerbirligi";2;1;1;1
"TurL";2014;2015;2015-04-18;27;"Saturday";"Kasimpasa";"Besiktas";1;5;1;2
"TurL";2014;2015;2015-04-19;27;"Sunday";"K. Erciyesspor";"Eskisehirspor";0;1;0;1
"TurL";2014;2015;2015-04-19;27;"Sunday";"Sivas";"Balikesirspor";1;1;0;0
"TurL";2014;2015;2015-04-19;27;"Sunday";"Basaksehir";"Rize";3;1;1;0
"TurL";2014;2015;2015-04-19;27;"Sunday";"Trabzon";"Galatasaray";2;1;1;0
"TurL";2014;2015;2015-04-20;27;"Monday";"Fenerbahce";"Bursa";1;0;0;0
"TurL";2014;2015;2015-04-20;27;"Monday";"Mersin";"Akhisarspor";1;1;0;0
"TurL";2014;2015;2015-04-24;28;"Friday";"Sivas";"Mersin";1;2;0;0
"TurL";2014;2015;2015-04-25;28;"Saturday";"Bursa";"Basaksehir";4;1;0;1
"TurL";2014;2015;2015-04-25;28;"Saturday";"Rize";"Kasimpasa";1;3;0;1
"TurL";2014;2015;2015-04-25;28;"Saturday";"Eskisehirspor";"Fenerbahce";1;1;0;1
"TurL";2014;2015;2015-04-26;28;"Sunday";"Balikesirspor";"K. Erciyesspor";1;1;1;0
"TurL";2014;2015;2015-04-26;28;"Sunday";"Konya";"Akhisarspor";2;1;1;1
"TurL";2014;2015;2015-04-26;28;"Sunday";"Genclerbirligi";"Trabzon";1;1;0;0
"TurL";2014;2015;2015-04-26;28;"Sunday";"Galatasaray";"Gaziantepspor";1;0;0;0
"TurL";2014;2015;2015-04-27;28;"Monday";"Besiktas";"Karabuekspor";2;1;1;0
"TurL";2014;2015;2015-05-02;29;"Saturday";"Basaksehir";"Eskisehirspor";1;1;0;0
"TurL";2014;2015;2015-05-02;29;"Saturday";"Mersin";"Konya";3;1;3;1
"TurL";2014;2015;2015-05-02;29;"Saturday";"Fenerbahce";"Balikesirspor";4;3;3;3
"TurL";2014;2015;2015-05-02;29;"Saturday";"Karabuekspor";"Rize";2;0;0;0
"TurL";2014;2015;2015-05-03;29;"Sunday";"Kasimpasa";"Bursa";5;3;2;2
"TurL";2014;2015;2015-05-03;29;"Sunday";"Gaziantepspor";"Genclerbirligi";0;3;0;0
"TurL";2014;2015;2015-05-03;29;"Sunday";"Trabzon";"Besiktas";0;2;0;0
"TurL";2014;2015;2015-05-04;29;"Monday";"Akhisarspor";"Galatasaray";0;2;0;2
"TurL";2014;2015;2015-05-04;29;"Monday";"K. Erciyesspor";"Sivas";2;3;2;0
"TurL";2014;2015;2015-05-08;30;"Friday";"Galatasaray";"Konya";1;0;0;0
"TurL";2014;2015;2015-05-08;30;"Friday";"Eskisehirspor";"Kasimpasa";4;1;3;0
"TurL";2014;2015;2015-05-08;30;"Friday";"K. Erciyesspor";"Mersin";2;2;1;0
"TurL";2014;2015;2015-05-09;30;"Saturday";"Genclerbirligi";"Akhisarspor";0;0;0;0
"TurL";2014;2015;2015-05-09;30;"Saturday";"Bursa";"Karabuekspor";7;1;2;1
"TurL";2014;2015;2015-05-09;30;"Saturday";"Balikesirspor";"Basaksehir";1;2;0;1
"TurL";2014;2015;2015-05-09;30;"Saturday";"Sivas";"Fenerbahce";2;3;2;1
"TurL";2014;2015;2015-05-10;30;"Sunday";"Rize";"Trabzon";0;2;0;1
"TurL";2014;2015;2015-05-10;30;"Sunday";"Besiktas";"Gaziantepspor";1;1;1;1
"TurL";2014;2015;2015-05-12;31;"Tuesday";"Basaksehir";"Sivas";2;1;0;1
"TurL";2014;2015;2015-05-12;31;"Tuesday";"Konya";"Genclerbirligi";1;0;0;0
"TurL";2014;2015;2015-05-12;31;"Tuesday";"Mersin";"Galatasaray";0;1;0;1
"TurL";2014;2015;2015-05-12;31;"Tuesday";"Kasimpasa";"Balikesirspor";2;3;1;1
"TurL";2014;2015;2015-05-12;31;"Tuesday";"Karabuekspor";"Eskisehirspor";2;2;1;0
"TurL";2014;2015;2015-05-13;31;"Wednesday";"Trabzon";"Bursa";1;0;0;0
"TurL";2014;2015;2015-05-13;31;"Wednesday";"Fenerbahce";"K. Erciyesspor";1;1;1;1
"TurL";2014;2015;2015-05-13;31;"Wednesday";"Gaziantepspor";"Rize";1;2;0;1
"TurL";2014;2015;2015-05-14;31;"Thursday";"Akhisarspor";"Besiktas";1;1;1;0
